FPID|AndresDC|Andres RBB ADC|20241206|20241206|20250107|122908|2.00|2.00|Simphony|19.7.2
FPSUM|Restaurante|1|Restaurante|1|495929.00|49593.00|0|0|0.00|0|39671.00|3|8|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|585196.00|10|3107547.00|1|0.00|0|0.00|0|0.00|0.00|18|76|495929.00|0.00|0.00|0.00|495929.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|26|12|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Almacen|2|Almacen|33|63865.00|0.00|0|0|0.00|0|12135.00|1|1|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|76000.00|1|76000.00|1|0.00|0|0.00|0|0.00|0.00|20|84|63865.00|0.00|0.00|0.00|63865.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|327594.00|32758.00|0|0|0.00|0|26206.00|1|2|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|386558.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|19|79|327594.00|0.00|0.00|0.00|327594.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|2693527.00|269346.00|0|0|0.00|0|215473.00|0|1|0|0|0|0.00|0.00|0.00|0|0|0|1845900.00|5|0.00|0|0.00|0|3178346.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|21|88|2693527.00|0.00|0.00|0.00|2693527.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|6164734.00|616455.00|0|0|0.00|0|493166.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|4324500.00|9|0.00|0|0.00|0|7274355.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|21|85|6164734.00|0.00|0.00|0.00|6164734.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Cover|5|Cover|36|1025227.00|0.00|0|0|0.00|0|194773.00|31|0|0|0|0|0.00|0.00|0.00|0|0|0|80000.00|2|0.00|0|0.00|0|1220000.00|31|1220000.00|31|0.00|0|0.00|0|0.00|0.00|20|83|1025227.00|0.00|0.00|0.00|1025227.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Cover|5|Cover|36|3260558.00|0.00|0|0|0.00|0|619442.00|22|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|3880000.00|22|560000.00|19|0.00|0|3780000.00|4|0.00|0.00|22|89|3260558.00|0.00|0.00|0.00|3260558.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|111.00|0.00|0|0|0.00|0|21.00|2|2|0|0|0|0.00|0.00|0.00|0|0|0|3517200.00|4|0.00|0|0.00|3|132.00|2|0.00|0|60113231.00|2|0.00|0|0.00|0.00|26|11|111.00|0.00|0.00|0.00|111.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|2838990.00|283891.00|0|0|0.00|0|227110.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|3349991.00|3|0.00|0|12893.00|1|0.00|0|0.00|0.00|19|78|2838990.00|0.00|0.00|0.00|2838990.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|272596.00|27258.00|0|0|0.00|0|21804.00|1|1|0|0|0|0.00|0.00|0.00|0|0|0|294400.00|2|0.00|0|0.00|0|321658.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|7|32|272596.00|0.00|0.00|0.00|272596.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Consome|4|Consome|35|117591.00|0.00|0|0|0.00|0|9409.00|3|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|50000.00|1|127000.00|3|127000.00|3|0.00|0|0.00|0|0.00|0.00|26|11|117591.00|0.00|0.00|0.00|117591.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|10.00|1|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|10|44|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|986672.00|98664.00|0|0|0.00|0|78928.00|1|1|0|0|0|0.00|0.00|0.00|0|0|0|11932.00|2|0.00|0|0.00|1|1164262.00|1|6895876.00|6|0.00|0|60113231.00|2|0.00|0.00|26|11|986672.00|0.00|0.00|0.00|986672.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|1605466.00|160541.00|0|0|0.00|0|128434.00|2|3|0|0|0|0.00|0.00|0.00|0|0|0|111000.00|5|0.00|0|0.00|0|1894441.00|3|670085.00|2|0.00|0|281451.00|1|0.00|0.00|14|60|1605466.00|0.00|0.00|0.00|1605466.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
