FPID|Andr|Andres RBB Chia|20241129|20241129|20241231|122936|2.00|2.00|Simphony|19.7.2
FPSUM|Eventos|3|Eventos|3|10145231.00|1014500.00|0|0|0.00|0|811669.00|12|53|0|0|0|0.00|0.00|0.00|0|0|0|31300.00|2|0.00|0|77355.00|4|11971400.00|13|0.00|0|0.00|0|0.00|0|0.00|-1.00|14|59|10145231.00|0.00|0.00|0.00|10145231.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|4194930.00|419478.00|0|0|0.00|0|335570.00|2|1|0|0|0|0.00|0.00|0.00|0|0|0|167800.00|5|0.00|0|21306.00|4|4949978.00|2|0.00|5|31248.00|1|0.00|0|0.00|-1.00|15|64|4194930.00|0.00|0.00|0.00|4194930.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Almacen|2|Almacen|40|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|1|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|22|90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|-10288.00|-1112.00|0|0|0.00|0|-824.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|1|-12312.00|0|800.00|2|0.00|0|0.00|0|0.00|-1936.00|28|18|0.00|-10288.00|0.00|0.00|-10288.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|2688146.00|268807.00|0|0|0.00|0|215054.00|10|20|0|0|0|0.00|0.00|0.00|0|0|0|115300.00|4|0.00|0|0.00|0|3172007.00|10|2936882.00|10|0.00|0|12893.00|1|0.00|0.00|16|67|2688146.00|0.00|0.00|0.00|2688146.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|4183158.00|418297.00|0|0|0.00|0|334642.00|18|28|0|0|0|0.00|0.00|0.00|0|0|0|137800.00|6|0.00|0|0.00|3|4936097.00|18|0.00|0|12893.00|1|0.00|0|0.00|-7.00|25|5|4183158.00|0.00|0.00|0.00|4183158.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|5168998.00|516886.00|0|0|0.00|0|413502.00|8|10|0|0|0|0.00|0.00|0.00|0|0|0|625400.00|5|0.00|0|0.00|1|6099386.00|8|0.00|0|0.00|0|0.00|0|0.00|-7.00|25|6|5168998.00|0.00|0.00|0.00|5168998.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|0.00|0.00|0|0|0.00|0|0.00|4|0|0|0|0|0.00|0.00|0.00|0|0|0|11800.00|1|0.00|0|42611.00|7|0.00|34|0.00|0|12677227.00|2|0.00|0|0.00|-2.00|19|80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|191945.00|19195.00|0|0|0.00|0|15355.00|5|4|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|76263.00|3|226497.00|5|97352.00|2|0.00|0|0.00|0|0.00|0.00|22|91|191945.00|0.00|0.00|0.00|191945.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|56378.00|6|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|11|46|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|9982473.00|998213.00|0|0|0.00|0|798527.00|22|104|0|0|0|0.00|0.00|0.00|0|0|0|968900.00|12|0.00|0|77137.00|7|11779213.00|35|0.00|0|0.00|0|0.00|0|0.00|0.00|12|51|9982473.00|0.00|0.00|0.00|9982473.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|3|0.00|0|0.00|0|0.00|0|133733.00|1|0.00|0|0.00|0|0.00|0.00|19|78|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|4|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|11|46|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|5672604.00|561913.00|0|0|0.00|0|453796.00|15|37|0|0|0|0.00|0.00|0.00|0|0|0|1287400.00|4|0.00|0|376943.00|3|6688313.00|15|1667532.00|5|0.00|0|0.00|0|0.00|-5333.00|14|58|5672604.00|0.00|0.00|0.00|5672604.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|376494.00|37648.00|0|0|0.00|0|30106.00|7|11|0|0|0|0.00|0.00|0.00|0|0|0|0.00|1|0.00|0|0.00|2|444244.00|8|12673714.00|9|0.00|0|0.00|0|0.00|0.00|18|73|376494.00|0.00|0.00|0.00|376494.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|11389.00|1138.00|0|0|0.00|0|911.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|11800.00|1|0.00|0|0.00|5|13438.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|20|83|11389.00|0.00|0.00|0.00|11389.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|657872.00|65784.00|0|0|0.00|0|52628.00|2|2|0|0|0|0.00|0.00|0.00|0|0|0|0.00|1|0.00|0|23163.00|1|776284.00|6|5738828.00|8|0.00|0|0.00|0|0.00|0.00|18|75|657872.00|0.00|0.00|0.00|657872.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|12170947.00|1217057.00|0|0|0.00|0|973653.00|11|23|0|0|0|0.00|0.00|0.00|0|0|0|8998900.00|14|0.00|0|0.00|1|14361657.00|14|0.00|1|0.00|0|0.00|0|0.00|-1.00|14|58|12170947.00|0.00|0.00|0.00|12170947.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|-295893.00|-32156.00|0|0|0.00|0|-23669.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|-351761.00|0|27695.00|5|0.00|0|0.00|0|0.00|-55825.00|27|15|0.00|-295893.00|0.00|0.00|-295893.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
