FPID|AndresDC|Andres RBB ADC|20241122|20241122|20241224|122950|2.00|2.00|Simphony|19.7.2
FPSUM|Restaurante|1|Restaurante|1|371762.00|37176.00|0|0|0.00|0|29738.00|8|12|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|813433.00|3|438674.00|8|1821456.00|13|0.00|0|0.00|0|0.00|0.00|26|10|371762.00|0.00|0.00|0.00|371762.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|0.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|18|75|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|1|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|12|51|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|6|0.00|0|0.00|0|0.00|0.00|27|15|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|5062428.00|493508.00|0|0|0.00|0|404972.00|19|23|0|0|0|0.00|0.00|0.00|0|0|0|688400.00|14|0.00|0|0.00|1|5960906.00|23|3955783.00|10|0.00|0|1256916.00|1|0.00|-12722.00|22|92|5062428.00|0.00|0.00|0.00|5062428.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|19271895.00|1178448.00|0|0|0.00|0|2365307.00|1|3|0|0|0|0.00|0.00|0.00|0|0|0|181700.00|8|0.00|0|0.00|1|22815650.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|21|88|19271895.00|0.00|0.00|0.00|19271895.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|12778.00|1278.00|0|0|0.00|0|1022.00|1|1|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|163888.00|4|15078.00|2|12893.00|1|0.00|0|0.00|0|0.00|0.00|14|59|12778.00|0.00|0.00|0.00|12778.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|3110560.00|311046.00|-50925|6|0.00|0|248840.00|22|28|0|0|0|0.00|0.00|0.00|0|0|0|132000.00|3|0.00|0|0.00|1|3670436.00|25|6750445.00|41|0.00|0|2043034.00|1|0.00|-3704.00|24|1|3110560.00|0.00|0.00|0.00|3110560.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos_Exclusivos|7|Eventos_Exclusivos|38|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|245833.00|3|0.00|1|0.00|0|0.00|0|0.00|0|0.00|0.00|20|84|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Consome|4|Consome|35|93517.00|0.00|0|0|0.00|0|7483.00|4|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|101000.00|4|101000.00|4|0.00|0|0.00|0|0.00|0.00|26|11|93517.00|0.00|0.00|0.00|93517.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|4037825.00|403769.00|0|0|0.00|0|322975.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|101600.00|4|0.00|0|0.00|1|4764569.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|17|69|4037825.00|0.00|0.00|0.00|4037825.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Cover|5|Cover|36|588245.00|0.00|0|0|0.00|0|111755.00|27|0|0|0|0|0.00|0.00|0.00|0|0|0|20000.00|1|0.00|0|60000.00|1|700000.00|27|700000.00|27|0.00|0|0.00|0|0.00|0.00|23|95|588245.00|0.00|0.00|0.00|588245.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|15164995.00|1137486.00|0|0|0.00|0|1630253.00|8|15|0|0|0|0.00|0.00|0.00|0|0|0|5351100.00|11|0.00|0|0.00|0|17932734.00|8|0.00|0|0.00|0|0.00|0|0.00|0.00|15|62|15164995.00|0.00|0.00|0.00|15164995.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|7233431.00|723324.00|0|0|0.00|0|578669.00|19|24|0|0|0|0.00|0.00|0.00|0|0|0|2130900.00|17|0.00|0|468066.00|2|8535428.00|25|722861.00|18|0.00|0|0.00|0|0.00|0.00|21|85|7233431.00|0.00|0.00|0.00|7233431.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|-3.00|0|168475.00|2|0.00|0|530889.00|1|0.00|0.00|18|73|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos_Exclusivos|7|Eventos_Exclusivos|38|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|1|0.00|0|0.00|0|0.00|0.00|28|17|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|1764258.00|176422.00|0|0|0.00|0|141142.00|5|9|0|0|0|0.00|0.00|0.00|0|0|0|45900.00|2|0.00|0|0.00|0|2081822.00|12|98115.00|2|0.00|0|0.00|0|0.00|0.00|19|80|1764258.00|0.00|0.00|0.00|1764258.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Cover|5|Cover|36|420175.00|0.00|0|0|0.00|0|79825.00|11|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|440000.00|1|500000.00|11|500000.00|11|0.00|0|0.00|0|0.00|0.00|20|84|420175.00|0.00|0.00|0.00|420175.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|28|17|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|2475588.00|247548.00|0|0|0.00|0|198012.00|4|4|0|0|0|0.00|0.00|0.00|0|0|0|117800.00|5|0.00|0|0.00|0|2921148.00|4|0.00|0|0.00|0|2090671.00|3|0.00|-3.00|16|66|2475588.00|0.00|0.00|0.00|2475588.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|537142.00|53713.00|0|0|0.00|0|42958.00|6|7|0|0|0|0.00|0.00|0.00|0|0|0|39000.00|1|0.00|0|0.00|0|633810.00|6|693794.00|8|0.00|0|0.00|0|0.00|0.00|16|65|537142.00|0.00|0.00|0.00|537142.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|210004.00|21000.00|0|0|0.00|0|16796.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|503900.00|4|0.00|0|0.00|0|247800.00|0|0.00|0|1321378.00|1|750609.00|3|0.00|0.00|24|3|210004.00|0.00|0.00|0.00|210004.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos_Exclusivos|7|Eventos_Exclusivos|38|0.00|0.00|0|0|0.00|0|0.00|0|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|0.00|1|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0.00|17|72|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Cover|5|Cover|36|806736.00|0.00|0|0|0.00|0|153264.00|28|0|0|0|0|0.00|0.00|0.00|0|0|0|0.00|0|0.00|0|1040000.00|4|960000.00|28|960000.00|28|0.00|0|0.00|0|0.00|0.00|23|96|806736.00|0.00|0.00|0.00|806736.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|6655959.00|665576.00|0|0|0.00|0|532441.00|16|16|0|0|0|0.00|0.00|0.00|0|0|0|3688700.00|8|0.00|0|0.00|1|7853976.00|16|0.00|0|0.00|0|378473.00|1|0.00|-4.00|14|60|6655959.00|0.00|0.00|0.00|6655959.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Eventos|3|Eventos|3|2642745.00|262466.00|0|0|0.00|0|213375.00|9|15|0|0|0|0.00|0.00|0.00|0|0|0|199100.00|8|0.00|0|0.00|0|3118586.00|9|0.00|0|0.00|0|0.00|0|0.00|-1.00|16|65|2642745.00|0.00|0.00|0.00|2642745.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
FPSUM|Restaurante|1|Restaurante|1|163799.00|16380.00|0|0|0.00|0|13101.00|4|5|0|0|0|0.00|0.00|0.00|0|0|0|19500.00|1|0.00|0|42611.00|1|193280.00|4|170991.00|3|0.00|0|0.00|0|0.00|0.00|17|71|163799.00|0.00|0.00|0.00|163799.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
